region,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
2,1,1,1,54,4,17,0,0,82,0
22,1,1,1,25,3,1,0,0,48,0
7,2,1,2,41,3,11,0,0,69,0
17,1,1,1,34,2,6,0,0,46,0
19,1,1,1,40,3,7,0,0,82,0
7,2,0,1,31,3,5,0,0,72,0
2,1,0,1,49,3,4,0,0,47,0
15,2,1,2,46,5,7,1,0,58,0
13,2,0,1,33,5,3,1,0,58,0
15,2,0,1,33,3,7,0,0,49,0
2,2,1,1,43,5,13,0,0,73,0
11,1,1,1,28,3,3,0,0,51,0
22,1,1,1,30,5,2,1,0,59,0
28,1,0,1,32,3,5,1,0,47,0
7,2,1,1,37,5,3,1,0,63,0
19,1,1,1,32,4,4,0,0,57,0
7,1,1,1,29,3,1,1,0,81,0
4,2,1,1,51,5,5,1,0,61,0
2,0,0,1,40,3,8,0,0,59,0
22,1,1,2,28,1,4,0,0,81,0
4,1,1,1,56,1,13,0,0,59,0
14,2,1,3,35,3,8,0,0,50,0
2,1,1,1,40,4,3,0,0,85,0
2,1,1,1,30,3,3,0,0,71,0
16,1,1,1,32,3,7,0,0,56,0
16,2,0,1,37,3,7,1,0,58,0
26,1,1,1,39,3,5,0,0,51,0
22,1,0,1,28,5,4,1,0,85,0
2,1,1,1,42,3,6,0,0,61,0
9,1,1,1,34,4,4,0,0,57,0
7,1,1,1,36,4,3,0,0,54,0
13,2,0,1,42,5,7,0,0,57,0
2,0,1,2,32,3,5,0,0,80,0
22,1,1,1,30,1,2,1,0,59,0
2,2,0,2,32,5,7,1,0,77,0
24,1,0,1,28,1,5,0,0,64,0
2,1,1,1,38,4,9,1,0,60,0
31,2,1,2,48,3,15,0,0,52,0
22,1,0,1,37,1,5,0,0,48,0
12,1,0,2,30,1,3,1,0,62,0
15,1,1,1,36,4,9,1,0,82,0
9,1,1,1,33,4,6,1,0,81,0
11,1,1,2,29,1,8,0,0,72,0
2,2,0,1,36,4,9,0,0,59,0
7,1,1,1,49,1,5,0,0,48,0
2,2,1,3,38,3,11,0,0,57,0
31,1,0,1,34,4,7,0,0,47,0
32,2,0,1,38,3,9,0,0,59,0
32,1,1,1,27,3,1,0,0,51,0
26,0,1,1,28,5,5,1,0,86,0
17,1,1,1,29,3,8,0,0,66,0
24,1,0,1,30,1,6,0,1,46,0
27,1,1,1,26,3,1,0,0,62,0
28,1,1,1,36,1,4,0,0,48,0
26,1,1,1,28,1,3,1,0,55,0
2,1,0,1,29,3,1,0,0,60,0
32,0,0,1,29,3,5,0,0,47,0
2,2,0,1,33,4,8,0,0,70,0
2,1,1,1,47,4,3,0,0,50,0
7,2,1,1,34,2,8,0,0,52,0
13,2,1,2,36,3,7,1,0,51,0
4,1,1,1,29,5,2,1,0,50,0
27,2,1,2,40,3,3,0,0,81,0
22,1,1,1,28,5,4,1,0,58,0
22,2,0,1,48,5,16,0,0,58,0
6,1,1,1,32,5,7,1,0,45,0
13,1,1,1,37,3,7,1,0,87,0
15,1,1,1,28,1,4,0,0,87,0
7,2,1,1,43,5,3,1,0,75,0
8,2,1,1,41,5,2,0,0,83,0
2,1,1,3,27,4,5,0,0,64,0
10,2,1,1,39,5,4,0,0,57,0
8,1,1,1,25,3,2,0,0,57,0
22,0,1,1,26,3,3,0,0,87,0
26,1,1,1,32,2,4,0,0,86,0
4,1,0,1,39,3,7,0,0,58,0
2,1,1,1,32,3,6,0,0,58,0
8,1,1,1,32,1,6,0,0,58,0
7,1,0,1,39,3,12,0,0,50,0
27,1,1,2,30,5,2,1,1,46,0
2,0,1,1,42,3,5,0,0,48,0
31,2,1,1,41,4,5,0,0,47,0
2,1,1,2,28,3,2,1,0,68,0
22,1,0,1,27,1,4,0,0,49,0
2,1,1,2,27,3,1,0,0,83,0
2,1,0,1,47,1,6,0,0,69,0
29,2,1,1,37,2,2,0,0,48,0
15,1,1,1,39,5,4,1,0,59,0
21,1,1,1,27,4,5,0,0,80,0
13,2,1,1,31,5,4,0,0,47,0
2,2,1,1,57,3,16,0,0,77,0
22,2,1,1,26,4,2,1,0,85,0
7,1,1,2,27,3,3,1,0,62,0
22,1,1,1,31,3,4,1,0,83,0
22,1,1,1,36,1,9,0,0,84,0
2,1,0,1,27,3,2,0,0,57,0
17,2,0,1,48,2,16,0,0,70,0
22,1,1,1,24,3,2,0,0,46,0
2,1,1,5,45,3,7,1,0,49,0
22,1,0,1,41,3,2,1,1,75,0
31,1,1,2,40,3,7,0,0,87,0
29,1,1,1,29,3,3,0,0,59,0
9,1,1,1,30,3,7,0,0,47,0
22,1,0,1,28,4,5,1,0,79,0
2,1,1,1,34,4,4,1,1,51,0
23,1,1,1,24,3,2,0,0,88,0
6,2,0,1,37,3,10,0,0,78,0
16,1,0,1,29,3,4,0,0,65,0
13,1,0,1,27,3,1,0,0,67,0
10,2,1,1,33,4,3,0,0,71,0
5,1,0,1,25,5,3,1,0,69,0
12,1,1,1,30,3,2,0,0,81,0
4,1,1,1,25,4,2,0,0,59,0
13,1,1,2,30,2,7,0,0,58,0
23,2,0,1,36,3,8,0,0,44,0
19,1,1,1,39,3,13,0,0,49,0
11,2,1,1,51,3,4,0,0,80,0
2,0,1,1,21,3,1,0,0,53,0
4,2,1,2,35,3,9,0,0,56,0
27,2,0,1,36,4,4,1,0,79,0
2,0,1,1,59,5,5,0,0,49,0
28,2,1,2,30,3,6,0,0,83,0
24,1,0,1,32,3,4,0,0,69,0
23,2,1,1,33,3,4,0,0,49,0
8,1,1,1,31,4,3,0,0,57,0
2,1,1,1,35,4,6,0,0,87,0
11,1,1,1,31,5,2,1,0,71,0
28,1,0,1,30,4,2,0,0,50,0
13,1,1,2,34,4,7,0,0,50,0
2,1,0,1,30,5,6,0,0,45,0
30,1,0,1,30,3,7,0,0,49,0
2,2,0,1,36,5,5,1,0,69,0
29,1,1,1,26,1,3,0,0,90,0
22,1,0,2,29,3,3,0,0,68,0
15,2,1,1,32,3,2,0,0,65,0
2,1,0,1,25,1,3,1,1,73,0
23,1,1,1,27,3,4,0,0,79,0
20,1,1,1,30,3,6,0,0,45,0
22,1,1,3,25,2,2,0,0,48,0
24,1,1,1,29,5,4,1,0,82,0
17,1,0,1,27,3,3,0,0,71,0
26,1,1,1,25,4,2,0,0,60,0
2,1,1,3,24,2,2,0,0,69,0
15,1,1,1,46,3,5,1,0,65,0
2,1,0,2,50,5,7,1,0,54,0
2,2,0,2,30,1,5,0,0,49,0
16,0,1,1,24,4,2,1,0,51,0
16,2,0,1,32,4,2,1,0,62,0
17,2,0,1,56,5,5,0,0,72,0
31,2,1,1,44,1,6,0,0,48,0
7,1,1,1,44,5,5,1,0,50,0
30,1,1,1,31,3,1,1,0,88,0
13,2,0,1,30,4,3,0,0,63,0
22,1,1,4,27,3,1,1,0,68,0
2,2,0,1,49,2,2,0,0,53,0
15,1,1,1,32,2,5,0,0,58,0
26,1,1,1,37,3,10,0,0,59,0
25,1,1,1,30,3,5,0,0,51,0
2,2,1,2,52,3,8,0,0,49,0
32,1,1,1,27,5,4,0,0,49,0
2,2,0,1,58,1,9,0,0,73,0
7,1,1,5,36,3,4,0,0,52,0
1,1,1,1,30,3,4,0,0,90,0
7,2,1,1,44,3,7,0,0,81,0
2,1,1,1,26,4,3,1,0,56,0
7,1,1,1,46,5,5,0,0,70,0
2,2,1,1,35,3,10,0,0,78,0
22,1,1,1,38,3,9,0,0,62,0
7,1,1,2,36,3,10,1,0,84,0
15,1,1,1,23,3,1,1,0,48,0
19,1,1,1,39,3,5,0,0,59,0
22,1,1,1,47,4,21,1,0,57,0
13,1,1,1,41,4,2,0,0,82,0
7,1,0,2,31,2,3,0,0,52,0
14,1,1,2,36,3,5,1,0,52,0
15,2,1,1,44,2,14,0,0,45,0
2,1,0,1,32,4,5,0,0,61,0
2,1,1,2,48,3,6,0,0,58,0
8,1,0,1,25,1,3,0,0,69,0
6,1,1,1,24,5,2,0,0,81,0
19,1,1,1,32,5,5,1,0,57,0
13,2,1,1,43,5,6,0,0,44,0
17,1,1,2,36,5,7,1,0,50,0
29,1,1,3,38,4,10,0,0,79,0
4,1,0,1,38,3,9,0,0,57,0
2,1,1,1,38,3,4,1,0,66,0
7,2,0,1,35,5,8,1,0,49,0
31,1,0,1,32,3,2,1,0,82,0
22,2,1,1,39,3,10,0,0,62,0
15,1,1,1,37,3,9,0,0,49,0
2,2,1,1,38,1,8,0,0,58,0
11,2,1,1,39,5,10,1,0,67,0
15,2,1,1,39,4,3,1,0,60,0
22,2,1,2,43,1,6,0,0,49,0
7,1,0,3,32,1,6,0,0,48,0
22,1,1,1,36,3,10,0,0,86,0
22,2,1,1,31,2,4,0,0,61,0
4,2,1,1,40,3,12,0,0,79,0
7,1,0,1,30,3,3,1,0,59,0
22,0,1,1,26,3,1,0,0,57,0
2,1,1,1,29,2,4,1,0,46,0
19,1,1,1,30,4,2,0,0,63,0
2,2,1,3,49,3,6,0,0,49,0
5,2,1,1,39,3,5,0,0,77,0
7,1,1,1,38,3,9,0,0,69,0
22,2,0,1,42,5,4,0,0,52,0
22,2,1,1,51,4,13,0,0,60,0
14,1,0,1,32,3,3,0,0,61,0
16,1,1,2,33,4,3,1,0,86,0
17,2,0,1,35,5,3,1,0,69,0
22,1,0,2,28,1,2,1,0,83,0
13,1,1,1,40,4,5,1,0,49,0
15,1,1,2,34,1,6,0,0,48,0
2,1,1,1,37,2,5,0,0,71,0
16,1,0,2,36,3,10,0,0,79,0
2,0,1,1,25,2,3,0,0,59,0
2,0,1,2,21,3,1,0,0,47,0
11,1,1,1,31,4,2,0,0,58,0
13,2,1,1,37,5,10,1,0,90,0
3,1,1,1,30,1,3,1,0,50,0
17,2,0,3,38,3,7,1,1,72,0
2,1,0,1,39,4,10,0,0,66,0
11,1,0,1,29,2,3,0,0,83,0
2,0,0,1,24,3,1,1,1,53,0
10,1,1,1,33,4,5,1,0,48,0
33,1,1,2,38,4,9,0,0,79,0
17,1,1,1,29,3,2,0,0,82,0
30,1,1,1,36,3,6,1,0,85,0
2,2,1,2,35,5,7,0,0,82,0
28,1,1,1,31,5,3,0,0,54,0
1,1,1,1,29,3,4,0,0,87,0
32,1,1,1,42,2,13,0,0,51,0
22,1,1,2,31,1,2,0,0,51,0
26,1,1,1,32,3,5,0,0,68,0
28,2,0,1,36,3,6,0,0,52,0
22,1,0,1,27,3,1,1,0,79,0
2,1,0,1,36,1,6,1,0,69,0
2,2,0,2,34,2,4,0,0,54,0
22,1,1,1,33,3,4,1,0,58,0
10,1,1,1,39,3,4,0,0,55,0
4,1,1,1,27,3,3,0,0,68,0
7,2,1,3,38,1,2,0,0,48,0
7,2,0,1,36,4,4,0,0,57,0
26,1,1,2,31,2,8,0,0,85,0
32,1,0,1,30,1,3,0,0,52,0
2,0,1,1,33,4,5,0,0,57,0
22,1,1,2,43,3,3,1,0,46,0
2,2,1,2,40,3,9,0,0,69,0
2,1,1,1,58,1,12,0,0,78,0
7,0,1,1,23,4,2,1,0,46,0
27,1,1,1,29,4,6,0,0,48,0
22,1,1,4,29,5,2,1,0,87,0
7,2,1,2,33,3,4,0,0,50,0
11,1,0,1,27,1,4,0,0,73,0
22,1,1,3,32,3,1,0,0,79,0
31,1,1,1,49,1,15,0,0,46,0
26,1,1,1,28,3,4,0,0,55,0
6,1,0,1,28,1,3,0,0,48,0
2,1,1,2,50,3,2,1,0,60,0
10,2,1,1,33,1,10,0,0,80,0
5,1,0,1,27,4,4,0,0,47,0
23,1,1,1,36,3,2,0,0,66,0
10,1,0,1,32,5,10,1,0,72,0
7,2,1,1,36,4,10,0,0,82,0
3,1,1,1,34,5,6,1,0,52,0
4,1,0,1,39,4,5,1,0,57,0
2,2,1,1,45,3,6,0,0,56,0
2,1,1,1,41,2,9,1,0,52,0
11,2,1,1,29,1,2,0,0,84,0
27,1,0,1,33,3,10,1,0,62,0
7,2,1,1,40,3,5,1,1,48,0
24,1,1,1,29,3,4,0,0,54,0
15,1,1,1,39,1,7,1,1,48,0
22,1,1,1,24,3,2,0,0,65,0
2,1,1,1,35,3,7,1,0,45,0
2,1,1,1,31,3,3,0,0,79,0
2,2,1,2,59,4,29,0,0,77,0
29,1,1,1,29,5,4,0,0,82,0
27,1,1,1,29,3,5,0,0,70,0
26,1,1,1,33,1,2,0,0,49,0
2,0,1,1,53,2,23,0,0,53,0
2,1,0,1,60,1,8,0,0,67,0
2,1,1,1,50,3,23,0,0,83,0
22,1,0,1,29,3,1,1,0,86,0
13,2,0,1,38,4,8,0,0,80,0
22,1,1,1,38,1,3,0,0,69,0
27,1,0,1,30,4,2,0,0,77,0
2,1,1,1,33,2,5,0,0,60,0
22,0,1,1,29,4,2,0,0,76,0
15,1,1,1,37,3,5,0,0,82,0
19,2,1,1,35,4,4,1,0,63,0
25,1,1,2,27,1,4,0,0,86,0
28,2,0,1,33,3,8,0,0,52,0
2,0,0,1,53,1,11,0,0,67,0
29,1,1,1,36,3,9,1,0,88,0
22,2,1,1,50,4,9,0,0,65,0
2,2,1,3,49,2,8,0,0,65,0
4,2,0,1,37,3,7,0,0,62,0
26,1,1,1,29,1,3,1,0,83,0
2,1,0,1,44,4,14,0,0,76,0
25,1,1,1,36,4,2,0,0,53,0
22,1,1,1,27,3,1,0,0,50,0
13,1,1,1,33,2,5,0,0,78,0
22,0,1,1,26,1,3,1,1,58,0
2,1,1,1,50,4,19,0,0,48,0
10,2,1,1,40,5,4,1,0,49,0
27,2,1,1,40,3,7,0,0,57,0
15,2,1,1,37,3,10,0,0,49,0
2,0,1,1,21,3,1,0,0,50,0
15,1,1,2,28,2,2,1,0,79,0
13,2,0,1,30,1,2,0,0,66,0
7,2,1,1,33,2,6,1,0,48,0
14,1,1,1,26,5,3,1,0,49,0
16,1,1,1,46,4,17,0,0,46,0
24,1,0,1,29,1,2,0,0,77,0
22,1,1,1,40,4,2,0,1,60,0
27,1,1,1,26,3,2,0,0,67,0
30,1,0,1,27,1,2,0,0,56,0
31,1,1,2,31,1,6,0,0,48,0
7,1,1,2,46,1,6,0,0,53,0
11,1,1,1,29,5,4,1,0,58,0
27,2,1,2,47,1,5,0,0,53,0
2,2,0,1,50,4,6,0,0,68,0
2,1,1,1,53,5,25,1,0,78,0
22,2,1,1,42,3,14,0,0,82,0
4,1,1,1,31,3,6,0,0,61,0
8,1,1,1,27,1,2,1,0,60,0
2,2,1,2,57,4,7,1,0,58,0
13,2,1,1,37,5,3,0,0,53,0
27,1,1,2,41,3,4,1,0,60,0
2,1,0,1,29,4,5,0,0,48,0
27,0,1,1,31,3,7,0,0,85,0
2,2,0,1,35,2,4,0,0,46,0
20,2,0,1,32,5,8,1,0,67,0
2,1,0,1,25,4,2,1,0,50,0
13,0,1,1,29,3,1,0,0,92,0
15,1,1,1,26,3,3,0,0,86,0
2,1,0,1,29,1,2,0,0,70,0
27,1,1,1,40,5,10,0,0,48,0
22,1,1,1,32,5,4,1,0,60,0
12,1,1,1,32,3,6,1,0,58,0
1,1,1,1,31,5,6,0,0,43,0
1,2,1,1,38,3,9,0,0,87,0
7,1,1,1,26,3,1,0,0,60,0
16,1,0,1,30,3,1,0,0,61,0
2,1,1,2,31,1,7,0,0,48,0
15,1,1,1,38,5,5,1,0,54,0
22,1,1,1,23,3,1,1,0,56,0
25,1,1,1,33,2,5,1,0,50,0
2,1,1,1,42,5,14,0,0,55,0
2,1,1,3,25,3,3,0,0,50,0
2,2,1,1,34,1,5,0,0,62,0
27,1,0,1,30,5,7,1,0,70,0
8,1,1,1,29,4,3,0,0,43,0
10,2,1,1,48,3,18,0,0,43,0
32,1,0,1,29,3,1,0,0,53,0
2,2,0,1,44,3,12,0,0,60,0
2,1,0,1,24,3,1,1,0,49,0
23,1,1,2,34,5,7,1,0,72,0
15,1,1,1,24,3,1,0,0,52,0
12,1,0,1,30,5,5,1,0,52,0
2,2,1,2,34,2,8,0,0,81,0
13,2,0,2,31,3,4,0,0,80,0
28,1,1,1,29,4,2,1,0,58,0
16,1,1,1,32,3,6,0,0,59,0
2,2,1,1,56,4,16,0,0,62,0
2,1,0,1,41,3,7,1,0,50,0
15,2,0,1,53,4,7,0,0,64,0
7,2,0,1,41,3,6,0,0,67,0
26,1,0,3,25,3,3,0,0,46,0
10,2,1,2,33,3,9,0,0,63,0
2,1,0,1,28,3,1,0,0,59,0
22,1,1,3,25,3,3,1,0,87,0
2,1,1,1,23,3,1,0,0,52,0
2,2,1,1,53,3,30,0,0,49,0
16,1,1,1,32,3,5,0,0,71,0
29,1,1,1,28,3,5,0,0,52,0
7,1,1,1,29,1,3,0,0,61,0
2,1,1,2,32,3,5,0,0,80,0
27,2,1,1,38,4,12,0,0,59,0
26,1,1,1,59,1,15,0,0,52,0
11,1,1,1,27,3,3,0,0,55,0
12,2,0,1,40,3,5,0,0,61,0
7,2,0,1,43,4,10,0,0,56,0
9,2,1,2,31,3,7,0,0,84,0
2,1,0,1,24,3,1,0,0,82,0
4,2,1,1,31,4,5,0,0,82,0
7,2,0,1,50,5,17,1,0,50,0
8,2,0,1,43,5,7,1,0,57,0
2,1,1,1,36,4,4,1,0,54,0
2,2,0,1,34,5,7,1,1,59,0
2,1,1,1,31,3,4,1,0,56,0
7,1,1,2,29,3,5,0,0,56,0
7,2,1,1,42,2,14,0,0,62,0
7,1,1,1,38,1,6,1,0,61,0
2,1,1,1,42,3,10,0,0,67,0
13,1,1,2,46,3,3,1,0,51,0
15,0,1,1,31,3,8,0,0,51,0
2,1,0,1,29,3,2,0,0,63,0
28,2,1,1,34,3,8,0,0,87,0
2,1,1,1,45,1,7,0,0,83,0
2,1,1,3,31,4,4,1,1,79,0
13,1,1,1,36,4,3,1,0,53,0
22,1,1,2,30,4,2,1,0,64,0
10,2,1,1,31,5,4,1,0,68,0
25,1,1,1,30,4,2,0,0,52,0
5,2,1,1,38,2,9,0,0,44,0
22,1,1,1,28,3,6,0,0,60,0
25,1,1,2,27,5,4,1,0,83,0
17,1,0,1,29,3,7,0,0,69,0
2,0,1,1,55,3,5,0,0,46,0
22,1,1,2,31,4,2,0,0,79,0
2,2,1,1,56,5,16,0,0,54,0
27,2,0,1,33,3,3,0,0,80,0
22,1,0,1,27,3,4,0,0,81,0
5,1,0,1,29,4,5,0,0,55,0
31,1,1,1,40,5,9,1,0,69,0
2,1,1,2,27,4,3,0,0,82,0
14,1,0,1,37,4,11,0,0,48,0
13,2,0,1,45,4,15,1,0,70,0
2,0,1,1,38,2,3,1,0,49,0
2,0,1,1,26,3,1,1,0,87,0
16,1,1,1,24,1,3,0,0,53,0
22,0,1,1,23,3,1,0,0,42,0
7,1,1,2,25,1,2,0,0,55,0
14,2,0,1,34,3,8,0,0,78,0
13,1,0,1,40,5,5,0,0,58,0
15,0,1,3,40,3,11,0,0,45,0
11,1,1,1,40,3,7,0,0,68,0
16,1,0,1,34,3,7,0,0,51,0
28,2,1,5,39,2,8,0,0,50,0
22,0,1,1,29,4,3,1,1,83,0
16,2,1,1,39,3,6,1,0,58,0
4,2,0,1,42,4,6,0,0,77,0
2,1,0,1,41,5,2,1,0,69,0
15,0,0,1,31,3,5,0,0,55,0
31,1,1,2,26,5,3,0,0,86,0
13,1,0,1,39,5,5,1,0,57,0
2,1,1,2,37,3,9,0,0,72,0
16,1,0,2,31,3,1,0,0,77,0
27,1,0,2,27,2,2,0,0,51,0
22,2,1,1,42,3,7,0,0,81,0
22,2,1,1,58,4,31,0,0,62,0
2,1,0,1,38,3,8,0,0,79,0
11,1,1,1,30,4,7,1,0,85,0
25,2,1,3,34,3,6,0,0,85,0
2,1,1,1,49,5,9,1,0,48,0
25,2,1,1,36,3,7,1,0,46,0
19,2,0,1,36,1,4,1,0,49,0
4,1,0,1,26,4,4,1,0,59,0
15,1,1,1,34,5,4,1,0,62,0
11,1,0,1,28,3,2,0,0,50,0
32,1,1,1,33,1,6,0,0,53,0
29,1,1,1,32,4,7,0,0,85,0
22,2,1,1,32,2,3,0,0,58,0
2,2,1,2,49,3,7,1,0,82,0
2,2,1,1,37,2,4,1,0,54,0
4,2,1,1,43,4,4,0,0,66,0
20,2,1,1,32,3,4,0,0,48,0
25,1,0,1,27,3,1,0,0,77,0
5,1,1,2,31,5,8,1,0,87,0
2,1,1,1,29,3,1,1,0,83,0
7,1,0,1,26,3,1,0,0,69,0
2,0,1,3,39,3,7,0,0,57,0
29,1,1,1,28,4,3,0,0,56,0
30,1,1,1,25,1,2,0,0,51,0
7,1,1,2,30,4,6,1,0,60,0
15,0,1,1,24,4,2,0,0,48,0
15,2,1,2,35,3,10,0,0,83,0
15,1,1,2,29,5,6,0,0,50,0
11,1,0,2,30,2,6,0,0,58,0
20,1,1,1,27,4,2,1,0,89,0
2,1,0,1,55,3,21,0,0,49,0
27,1,1,2,33,3,5,1,0,88,0
31,1,1,4,36,2,7,1,0,51,0
2,1,0,1,32,5,2,0,0,53,0
7,1,0,1,30,1,5,0,0,48,0
27,1,0,1,32,3,6,1,0,58,0
15,1,1,1,35,5,3,1,0,81,0
4,2,1,1,54,2,3,0,0,74,0
2,1,1,2,39,3,12,0,0,50,0
12,1,1,1,34,2,3,1,0,63,0
8,1,0,1,27,4,4,0,0,60,0
2,2,0,1,38,3,9,0,0,58,0
22,2,1,1,37,1,2,0,0,49,0
15,1,1,1,32,4,10,0,0,47,0
26,1,1,1,39,4,12,1,0,80,0
22,2,1,1,33,4,5,1,0,46,0
2,1,1,1,53,4,9,1,0,83,0
15,1,1,2,28,3,4,0,0,61,0
14,1,1,1,35,3,10,0,0,47,0
15,1,1,1,34,3,8,1,0,58,0
18,1,1,1,38,1,10,0,0,49,0
1,1,1,1,35,3,7,1,0,55,0
22,2,0,1,32,1,6,0,0,49,0
2,1,0,1,58,3,16,0,0,59,0
22,1,0,2,31,3,4,1,0,64,0
27,1,1,1,30,2,5,0,0,48,0
6,1,0,1,23,3,1,0,0,50,0
22,2,0,1,30,2,9,0,0,79,0
31,1,1,1,32,1,7,0,0,90,0
17,1,1,1,32,1,5,0,0,51,0
23,2,1,1,43,1,6,0,0,48,0
6,1,1,2,33,1,5,0,0,48,0
2,0,1,1,22,4,2,1,0,68,0
2,2,1,2,52,4,20,0,0,58,0
7,1,1,2,32,5,7,1,0,48,0
7,2,1,1,30,4,2,1,0,83,0
2,2,0,1,55,2,17,0,0,74,0
34,1,1,1,27,1,2,0,0,85,0
10,1,1,2,27,3,5,0,0,83,0
25,2,0,1,31,3,2,1,0,89,0
22,2,1,1,37,1,9,0,0,61,0
13,2,1,1,36,3,3,0,0,70,0
11,1,0,1,30,2,6,0,0,66,0
25,1,1,2,30,5,2,1,0,86,0
19,1,1,1,31,3,7,0,0,42,0
2,1,0,1,34,2,7,0,0,79,0
22,1,1,2,30,3,3,0,0,62,0
22,2,0,1,35,3,3,1,0,74,0
7,0,1,1,33,3,6,0,0,66,0
26,1,0,1,39,3,4,1,0,65,0
25,1,0,1,29,3,4,1,0,51,0
28,2,1,1,33,3,7,1,0,57,0
16,1,1,1,36,3,6,0,0,82,0
3,1,1,1,43,5,12,0,0,49,0
2,1,1,1,26,3,2,0,0,62,0
9,1,1,3,26,3,3,0,0,48,0
10,2,1,1,37,3,9,0,0,73,0
7,1,1,1,30,3,6,1,0,56,0
2,2,1,1,48,5,3,0,0,49,0
26,0,1,1,36,3,3,0,0,48,0
27,1,0,2,40,5,5,0,0,79,0
7,1,0,1,30,3,4,1,0,78,0
7,0,0,1,24,3,1,0,0,59,0
2,1,1,1,36,5,7,0,0,56,0
31,1,1,1,29,4,4,0,0,56,0
13,1,1,1,28,3,6,0,0,65,0
22,1,1,3,24,3,2,0,0,64,0
2,2,1,1,60,5,18,1,0,51,0
5,1,1,2,30,3,7,0,0,81,0
22,1,0,1,28,3,1,0,0,85,0
4,1,1,1,26,2,2,0,0,52,0
15,1,1,2,35,3,6,0,0,45,0
2,2,1,1,46,4,4,0,0,61,0
13,2,1,1,34,5,9,1,0,56,0
2,1,0,1,56,3,5,0,0,46,0
5,1,0,1,26,3,3,0,0,79,0
27,1,1,1,29,4,3,0,0,53,0
2,1,1,2,35,1,8,0,0,48,0
2,1,0,1,51,4,24,0,0,63,0
15,1,1,1,38,3,9,0,0,49,0
28,1,1,1,28,5,4,0,0,87,0
15,1,1,1,33,3,5,0,0,90,0
26,1,1,1,33,3,4,0,0,58,0
8,1,1,1,25,5,2,0,0,49,0
22,0,1,3,25,3,1,0,0,45,0
26,1,1,1,26,4,2,1,0,84,0
22,1,1,1,32,2,3,0,0,87,0
7,1,0,1,44,3,10,0,0,60,0
2,1,0,4,24,3,2,0,0,46,0
7,2,0,1,38,1,5,0,0,82,0
3,2,0,1,33,3,8,1,0,61,0
26,1,1,1,46,2,16,0,0,54,0
20,1,1,1,30,4,3,1,0,63,0
31,0,1,1,30,4,4,0,0,83,0
2,0,1,1,23,3,1,1,0,80,0
29,1,1,1,32,3,4,0,0,85,0
7,1,1,1,32,5,6,1,0,83,0
7,1,0,1,33,2,6,0,0,54,0
24,1,0,1,28,1,6,0,0,49,0
27,1,1,1,25,3,1,1,0,50,0
2,0,0,1,29,3,1,0,0,55,0
19,2,1,1,40,4,6,0,0,58,0
22,1,1,4,31,1,8,0,0,48,0
22,2,1,1,46,3,2,0,0,51,0
30,1,1,1,29,4,4,0,0,47,0
15,1,1,1,32,1,9,0,0,50,0
2,1,1,2,39,4,5,0,0,60,0
7,2,0,1,35,5,6,1,0,68,0
2,1,0,2,31,2,2,0,0,54,0
2,1,0,1,46,5,6,1,0,54,0
2,0,1,1,24,3,2,1,0,84,0
27,2,1,1,41,3,4,1,0,49,0
26,2,0,1,41,5,8,1,0,58,0
26,1,0,2,25,4,2,1,0,79,0
7,1,1,1,26,1,4,0,0,86,0
7,2,0,1,34,2,6,0,0,61,0
15,2,1,1,44,3,5,0,0,64,0
22,2,1,1,48,5,3,1,0,69,0
8,1,1,1,29,2,6,0,0,70,0
2,1,1,1,50,1,5,0,0,52,0
27,1,1,1,26,5,2,0,0,57,0
13,1,0,1,30,2,3,0,0,50,0
2,2,1,1,56,5,12,0,0,88,0
7,1,1,1,28,3,4,0,0,61,0
31,2,0,1,35,1,3,1,0,59,0
29,2,1,1,46,3,16,0,0,57,0
2,1,0,1,39,3,4,0,0,69,0
25,2,1,1,34,4,3,1,0,51,0
13,1,1,1,47,3,15,0,0,49,0
2,1,0,1,30,4,3,0,0,80,0
7,1,1,1,24,5,1,1,0,49,0
25,1,1,1,31,1,5,0,0,45,0
11,1,1,1,34,4,3,0,0,49,0
2,1,0,3,32,3,7,0,0,82,0
7,0,1,1,29,5,4,0,0,46,0
2,1,0,1,28,2,4,0,0,56,0
15,1,1,1,35,1,5,0,0,51,0
31,1,1,2,30,3,4,1,0,84,0
5,2,1,1,36,3,7,0,0,80,0
8,1,0,1,28,3,2,1,1,77,0
7,1,1,1,28,2,2,0,0,77,0
15,1,1,1,30,3,2,0,0,84,0
30,1,1,1,32,1,4,0,0,54,0
2,1,1,1,29,3,1,0,0,69,0
6,1,1,1,29,5,6,1,0,60,0
30,2,1,1,37,3,7,0,0,85,0
26,2,1,2,56,4,23,0,0,56,0
6,1,1,2,31,2,4,0,0,44,0
17,1,0,1,55,3,17,0,0,68,0
31,0,1,1,26,1,3,0,0,48,0
7,1,1,1,41,5,9,1,0,84,0
22,1,1,1,28,3,2,0,0,50,0
10,2,1,1,33,1,3,0,0,71,0
23,2,1,1,40,5,9,0,0,61,0
4,2,1,1,50,4,3,1,0,43,0
6,1,1,1,41,3,4,0,0,51,0
26,0,1,1,31,3,4,1,0,49,0
10,1,1,2,28,3,1,0,0,75,0
22,2,1,2,52,3,24,0,0,51,0
22,2,1,1,35,1,5,0,0,58,0
2,1,0,1,39,5,5,1,0,48,0
